concept,lang1,form1,ipa1,lang2,form2,ipa2,label
249_company,ukr,товариство,tɔwɑrɪstwɔ,ita,compagnìa,kompaɲːia,0
249_company,rus,общество,ɔˑbʃʲːɪstvə,fra,compagnie,kɔ̃paˈɲi,0
249_company,rus,общество,ɔˑbʃʲːɪstvə,spa,compañía,kompaɲia,0
249_company,rus,общество,ɔˑbʃʲːɪstvə,ita,compagnìa,kompaɲːia,0
249_company,fra,compagnie,kɔ̃paˈɲi,spa,compañía,kompaɲia,1
249_company,fra,compagnie,kɔ̃paˈɲi,ita,compagnìa,kompaɲːia,1
249_company,spa,compañía,kompaɲia,ita,compagnìa,kompaɲːia,1
335_figure,ces,figura,fɪɡura,pol,figura,fiɡuɾa,1
335_figure,ces,figura,fɪɡura,ukr,фігура,fiɦurɑ,1
335_figure,ces,figura,fɪɡura,rus,фигура,fʲiɡuˑrə,1
335_figure,ces,figura,fɪɡura,fra,figure,fiˈɡyːʁ,1
335_figure,ces,figura,fɪɡura,spa,figura,fiɣuɾa,1
335_figure,ces,figura,fɪɡura,ita,figura,fiɡura,1
335_figure,pol,figura,fiɡuɾa,ukr,фігура,fiɦurɑ,1
335_figure,pol,figura,fiɡuɾa,rus,фигура,fʲiɡuˑrə,1
335_figure,pol,figura,fiɡuɾa,fra,figure,fiˈɡyːʁ,1
335_figure,pol,figura,fiɡuɾa,spa,figura,fiɣuɾa,1
335_figure,pol,figura,fiɡuɾa,ita,figura,fiɡura,1
335_figure,ukr,фігура,fiɦurɑ,rus,фигура,fʲiɡuˑrə,1
335_figure,ukr,фігура,fiɦurɑ,fra,figure,fiˈɡyːʁ,1
335_figure,ukr,фігура,fiɦurɑ,spa,figura,fiɣuɾa,1
335_figure,ukr,фігура,fiɦurɑ,ita,figura,fiɡura,1
335_figure,rus,фигура,fʲiɡuˑrə,fra,figure,fiˈɡyːʁ,1
335_figure,rus,фигура,fʲiɡuˑrə,spa,figura,fiɣuɾa,1
335_figure,rus,фигура,fʲiɡuˑrə,ita,figura,fiɡura,1
335_figure,fra,figure,fiˈɡyːʁ,spa,figura,fiɣuɾa,1
335_figure,fra,figure,fiˈɡyːʁ,ita,figura,fiɡura,1
335_figure,spa,figura,fiɣuɾa,ita,figura,fiɡura,1
78_ice,ces,led,lɛt,pol,lód,lut,1
78_ice,ces,led,lɛt,ukr,лід,lʲid,1
78_ice,ces,led,lɛt,rus,лед,lot,1
78_ice,ces,led,lɛt,fra,glace,ɡlas,0
78_ice,ces,led,lɛt,spa,hielo,jelo,0
78_ice,ces,led,lɛt,ita,ghiaccio,ɡjatt͡ʃo,0
78_ice,pol,lód,lut,ukr,лід,lʲid,1
78_ice,pol,lód,lut,rus,лед,lot,1
78_ice,pol,lód,lut,fra,glace,ɡlas,0
78_ice,pol,lód,lut,spa,hielo,jelo,0
78_ice,pol,lód,lut,ita,ghiaccio,ɡjatt͡ʃo,0
78_ice,ukr,лід,lʲid,rus,лед,lot,1
78_ice,ukr,лід,lʲid,fra,glace,ɡlas,0
78_ice,ukr,лід,lʲid,spa,hielo,jelo,0
78_ice,ukr,лід,lʲid,ita,ghiaccio,ɡjatt͡ʃo,0
78_ice,rus,лед,lot,fra,glace,ɡlas,0
78_ice,rus,лед,lot,spa,hielo,jelo,0
78_ice,rus,лед,lot,ita,ghiaccio,ɡjatt͡ʃo,0
78_ice,fra,glace,ɡlas,spa,hielo,jelo,0
78_ice,fra,glace,ɡlas,ita,ghiaccio,ɡjatt͡ʃo,0
78_ice,spa,hielo,jelo,ita,ghiaccio,ɡjatt͡ʃo,0
545_lazy,ces,líný,liːniː,pol,leniwy,lɛnivɨ,1
545_lazy,ces,líný,liːniː,ukr,ледачий,lɛdɑʈ͡ʂɪj,0
545_lazy,ces,líný,liːniː,rus,ленивый,lɪnʲiˑvɨj,1
545_lazy,ces,líný,liːniː,fra,fainéant,fɛneˈɑ̃,0
545_lazy,ces,líný,liːniː,fra,paresseux,paʁɛˈsø,0
545_lazy,ces,líný,liːniː,spa,vago,baɣo,0
545_lazy,ces,líný,liːniː,spa,perezoso,peɾeθoso,0
545_lazy,ces,líný,liːniː,ita,pigro,piɡro,0
545_lazy,pol,leniwy,lɛnivɨ,ukr,ледачий,lɛdɑʈ͡ʂɪj,0
545_lazy,pol,leniwy,lɛnivɨ,rus,ленивый,lɪnʲiˑvɨj,1
545_lazy,pol,leniwy,lɛnivɨ,fra,fainéant,fɛneˈɑ̃,0
545_lazy,pol,leniwy,lɛnivɨ,fra,paresseux,paʁɛˈsø,0
545_lazy,pol,leniwy,lɛnivɨ,spa,vago,baɣo,0
545_lazy,pol,leniwy,lɛnivɨ,spa,perezoso,peɾeθoso,0
545_lazy,pol,leniwy,lɛnivɨ,ita,pigro,piɡro,0
545_lazy,ukr,ледачий,lɛdɑʈ͡ʂɪj,rus,ленивый,lɪnʲiˑvɨj,0
545_lazy,ukr,ледачий,lɛdɑʈ͡ʂɪj,fra,fainéant,fɛneˈɑ̃,0
545_lazy,ukr,ледачий,lɛdɑʈ͡ʂɪj,fra,paresseux,paʁɛˈsø,0
545_lazy,ukr,ледачий,lɛdɑʈ͡ʂɪj,spa,vago,baɣo,0
545_lazy,ukr,ледачий,lɛdɑʈ͡ʂɪj,spa,perezoso,peɾeθoso,0
545_lazy,ukr,ледачий,lɛdɑʈ͡ʂɪj,ita,pigro,piɡro,0
545_lazy,rus,ленивый,lɪnʲiˑvɨj,fra,fainéant,fɛneˈɑ̃,0
545_lazy,rus,ленивый,lɪnʲiˑvɨj,fra,paresseux,paʁɛˈsø,0
545_lazy,rus,ленивый,lɪnʲiˑvɨj,spa,vago,baɣo,0
545_lazy,rus,ленивый,lɪnʲiˑvɨj,spa,perezoso,peɾeθoso,0
545_lazy,rus,ленивый,lɪnʲiˑvɨj,ita,pigro,piɡro,0
545_lazy,fra,fainéant,fɛneˈɑ̃,fra,paresseux,paʁɛˈsø,0
545_lazy,fra,fainéant,fɛneˈɑ̃,spa,vago,baɣo,0
545_lazy,fra,fainéant,fɛneˈɑ̃,spa,perezoso,peɾeθoso,0
545_lazy,fra,fainéant,fɛneˈɑ̃,ita,pigro,piɡro,0
545_lazy,fra,paresseux,paʁɛˈsø,spa,vago,baɣo,0
545_lazy,fra,paresseux,paʁɛˈsø,spa,perezoso,peɾeθoso,1
545_lazy,fra,paresseux,paʁɛˈsø,ita,pigro,piɡro,0
545_lazy,spa,vago,baɣo,spa,perezoso,peɾeθoso,0
545_lazy,spa,vago,baɣo,ita,pigro,piɡro,1
545_lazy,spa,perezoso,peɾeθoso,ita,pigro,piɡro,0
101_brook,ces,potok,potok,pol,potok,pɔtɔk,1
101_brook,ces,potok,potok,pol,strumień,stɾumiɛɲ,0
101_brook,ces,potok,potok,ukr,струмок,strumɔk,0
101_brook,ces,potok,potok,rus,ручей,rut͡ʃʲeˑj,0
101_brook,ces,potok,potok,fra,ruisseau,ʁɥiˈso,0
101_brook,ces,potok,potok,spa,arroyo,aroʝo,0
101_brook,ces,potok,potok,ita,ruscello,ruʃːelːo,0
101_brook,pol,potok,pɔtɔk,pol,strumień,stɾumiɛɲ,0
101_brook,pol,potok,pɔtɔk,ukr,струмок,strumɔk,0
101_brook,pol,potok,pɔtɔk,rus,ручей,rut͡ʃʲeˑj,0
101_brook,pol,potok,pɔtɔk,fra,ruisseau,ʁɥiˈso,0
101_brook,pol,potok,pɔtɔk,spa,arroyo,aroʝo,0
101_brook,pol,potok,pɔtɔk,ita,ruscello,ruʃːelːo,0
101_brook,pol,strumień,stɾumiɛɲ,ukr,струмок,strumɔk,1
101_brook,pol,strumień,stɾumiɛɲ,rus,ручей,rut͡ʃʲeˑj,0
101_brook,pol,strumień,stɾumiɛɲ,fra,ruisseau,ʁɥiˈso,0
101_brook,pol,strumień,stɾumiɛɲ,spa,arroyo,aroʝo,0
101_brook,pol,strumień,stɾumiɛɲ,ita,ruscello,ruʃːelːo,0
101_brook,ukr,струмок,strumɔk,rus,ручей,rut͡ʃʲeˑj,0
101_brook,ukr,струмок,strumɔk,fra,ruisseau,ʁɥiˈso,0
101_brook,ukr,струмок,strumɔk,spa,arroyo,aroʝo,0
101_brook,ukr,струмок,strumɔk,ita,ruscello,ruʃːelːo,0
101_brook,rus,ручей,rut͡ʃʲeˑj,fra,ruisseau,ʁɥiˈso,0
101_brook,rus,ручей,rut͡ʃʲeˑj,spa,arroyo,aroʝo,0
101_brook,rus,ручей,rut͡ʃʲeˑj,ita,ruscello,ruʃːelːo,0
101_brook,fra,ruisseau,ʁɥiˈso,spa,arroyo,aroʝo,1
101_brook,fra,ruisseau,ʁɥiˈso,ita,ruscello,ruʃːelːo,1
101_brook,spa,arroyo,aroʝo,ita,ruscello,ruʃːelːo,1
425_price,ces,cena,t͡sɛna,pol,cena,t͡sɛna,1
425_price,ces,cena,t͡sɛna,ukr,ціна,t͡sʲinɑ,1
425_price,ces,cena,t͡sɛna,rus,цена,t͡sɪnaˑ,1
425_price,ces,cena,t͡sɛna,fra,prix,pʁi,0
425_price,ces,cena,t͡sɛna,spa,precio,pɾeθjo,0
425_price,ces,cena,t͡sɛna,ita,prezzo,prett͡so,0
425_price,pol,cena,t͡sɛna,ukr,ціна,t͡sʲinɑ,1
425_price,pol,cena,t͡sɛna,rus,цена,t͡sɪnaˑ,1
425_price,pol,cena,t͡sɛna,fra,prix,pʁi,0
425_price,pol,cena,t͡sɛna,spa,precio,pɾeθjo,0
425_price,pol,cena,t͡sɛna,ita,prezzo,prett͡so,0
425_price,ukr,ціна,t͡sʲinɑ,rus,цена,t͡sɪnaˑ,1
425_price,ukr,ціна,t͡sʲinɑ,fra,prix,pʁi,0
425_price,ukr,ціна,t͡sʲinɑ,spa,precio,pɾeθjo,0
425_price,ukr,ціна,t͡sʲinɑ,ita,prezzo,prett͡so,0
425_price,rus,цена,t͡sɪnaˑ,fra,prix,pʁi,0
425_price,rus,цена,t͡sɪnaˑ,spa,precio,pɾeθjo,0
425_price,rus,цена,t͡sɪnaˑ,ita,prezzo,prett͡so,0
425_price,fra,prix,pʁi,spa,precio,pɾeθjo,1
425_price,fra,prix,pʁi,ita,prezzo,prett͡so,1
425_price,spa,precio,pɾeθjo,ita,prezzo,prett͡so,1
714_increase,ces,přibýt,br̝ɪbiːt,pol,wzrosnąć,vzɾɔsnɔnt͡ɕ,0
714_increase,ces,přibýt,br̝ɪbiːt,ukr,збільшуватися,zbilʲʂuwɑtɪsʲɑ,0
714_increase,ces,přibýt,br̝ɪbiːt,rus,увеличиваться,uvʲɪliˑt͡ʃʲivətʲsʲɪ,0
714_increase,ces,přibýt,br̝ɪbiːt,fra,augmenter,oɡmɑ̃ˈte,0
714_increase,ces,přibýt,br̝ɪbiːt,spa,crecer,kɾeθeɾ,0
714_increase,ces,přibýt,br̝ɪbiːt,spa,aumentar,au̯mentaɾ,0
714_increase,ces,přibýt,br̝ɪbiːt,ita,aumentare,aumentare,0
714_increase,pol,wzrosnąć,vzɾɔsnɔnt͡ɕ,ukr,збільшуватися,zbilʲʂuwɑtɪsʲɑ,0
714_increase,pol,wzrosnąć,vzɾɔsnɔnt͡ɕ,rus,увеличиваться,uvʲɪliˑt͡ʃʲivətʲsʲɪ,0
714_increase,pol,wzrosnąć,vzɾɔsnɔnt͡ɕ,fra,augmenter,oɡmɑ̃ˈte,0
714_increase,pol,wzrosnąć,vzɾɔsnɔnt͡ɕ,spa,crecer,kɾeθeɾ,0
714_increase,pol,wzrosnąć,vzɾɔsnɔnt͡ɕ,spa,aumentar,au̯mentaɾ,0
714_increase,pol,wzrosnąć,vzɾɔsnɔnt͡ɕ,ita,aumentare,aumentare,0
714_increase,ukr,збільшуватися,zbilʲʂuwɑtɪsʲɑ,rus,увеличиваться,uvʲɪliˑt͡ʃʲivətʲsʲɪ,0
714_increase,ukr,збільшуватися,zbilʲʂuwɑtɪsʲɑ,fra,augmenter,oɡmɑ̃ˈte,0
714_increase,ukr,збільшуватися,zbilʲʂuwɑtɪsʲɑ,spa,crecer,kɾeθeɾ,0
714_increase,ukr,збільшуватися,zbilʲʂuwɑtɪsʲɑ,spa,aumentar,au̯mentaɾ,0
714_increase,ukr,збільшуватися,zbilʲʂuwɑtɪsʲɑ,ita,aumentare,aumentare,0
714_increase,rus,увеличиваться,uvʲɪliˑt͡ʃʲivətʲsʲɪ,fra,augmenter,oɡmɑ̃ˈte,0
714_increase,rus,увеличиваться,uvʲɪliˑt͡ʃʲivətʲsʲɪ,spa,crecer,kɾeθeɾ,0
714_increase,rus,увеличиваться,uvʲɪliˑt͡ʃʲivətʲsʲɪ,spa,aumentar,au̯mentaɾ,0
714_increase,rus,увеличиваться,uvʲɪliˑt͡ʃʲivətʲsʲɪ,ita,aumentare,aumentare,0
714_increase,fra,augmenter,oɡmɑ̃ˈte,spa,crecer,kɾeθeɾ,0
714_increase,fra,augmenter,oɡmɑ̃ˈte,spa,aumentar,au̯mentaɾ,0
714_increase,fra,augmenter,oɡmɑ̃ˈte,ita,aumentare,aumentare,0
714_increase,spa,crecer,kɾeθeɾ,spa,aumentar,au̯mentaɾ,0
714_increase,spa,crecer,kɾeθeɾ,ita,aumentare,aumentare,0
714_increase,spa,aumentar,au̯mentaɾ,ita,aumentare,aumentare,1
395_pain,ces,bolest,bolɛst,pol,ból,bul,0
395_pain,ces,bolest,bolɛst,ukr,біль,bilʲ,0
395_pain,ces,bolest,bolɛst,rus,боль,bɔˑl,0
395_pain,ces,bolest,bolɛst,fra,douleur,duˈlœːʁ,0
395_pain,ces,bolest,bolɛst,spa,dolor,doloɾ,0
395_pain,ces,bolest,bolɛst,ita,dolore,dolore,0
395_pain,pol,ból,bul,ukr,біль,bilʲ,1
395_pain,pol,ból,bul,rus,боль,bɔˑl,1
395_pain,pol,ból,bul,fra,douleur,duˈlœːʁ,0
395_pain,pol,ból,bul,spa,dolor,doloɾ,0
395_pain,pol,ból,bul,ita,dolore,dolore,0
395_pain,ukr,біль,bilʲ,rus,боль,bɔˑl,1
395_pain,ukr,біль,bilʲ,fra,douleur,duˈlœːʁ,0
395_pain,ukr,біль,bilʲ,spa,dolor,doloɾ,0
395_pain,ukr,біль,bilʲ,ita,dolore,dolore,0
395_pain,rus,боль,bɔˑl,fra,douleur,duˈlœːʁ,0
395_pain,rus,боль,bɔˑl,spa,dolor,doloɾ,0
395_pain,rus,боль,bɔˑl,ita,dolore,dolore,0
395_pain,fra,douleur,duˈlœːʁ,spa,dolor,doloɾ,1
395_pain,fra,douleur,duˈlœːʁ,ita,dolore,dolore,1
395_pain,spa,dolor,doloɾ,ita,dolore,dolore,1
920_assemble,ces,shromáždit se,zɦromaːʒdɪt_sɛ,pol,zebrać się,zɛbɾat͡ɕ_ɕɛ̃,0
920_assemble,ces,shromáždit se,zɦromaːʒdɪt_sɛ,pol,zgromadzić się,zɡɾɔmad͡ʑit͡ɕ_ɕɛ̃,1
920_assemble,ces,shromáždit se,zɦromaːʒdɪt_sɛ,ukr,зібратися,zʲibrɑtɪsʲɑ,0
920_assemble,ces,shromáždit se,zɦromaːʒdɪt_sɛ,rus,собраться,sɐbraˑtʲsʲɪ,0
920_assemble,ces,shromáždit se,zɦromaːʒdɪt_sɛ,fra,s'assembler,sasɑ̃ˈble,0
920_assemble,ces,shromáždit se,zɦromaːʒdɪt_sɛ,spa,reunirse,ɾeu̯niɾse,0
920_assemble,ces,shromáždit se,zɦromaːʒdɪt_sɛ,spa,congregarse,koŋɡɾeɣaɾse,0
920_assemble,ces,shromáždit se,zɦromaːʒdɪt_sɛ,ita,rinunirsi,rinunirzi,0
920_assemble,pol,zebrać się,zɛbɾat͡ɕ_ɕɛ̃,pol,zgromadzić się,zɡɾɔmad͡ʑit͡ɕ_ɕɛ̃,0
920_assemble,pol,zebrać się,zɛbɾat͡ɕ_ɕɛ̃,ukr,зібратися,zʲibrɑtɪsʲɑ,1
920_assemble,pol,zebrać się,zɛbɾat͡ɕ_ɕɛ̃,rus,собраться,sɐbraˑtʲsʲɪ,1
920_assemble,pol,zebrać się,zɛbɾat͡ɕ_ɕɛ̃,fra,s'assembler,sasɑ̃ˈble,0
920_assemble,pol,zebrać się,zɛbɾat͡ɕ_ɕɛ̃,spa,reunirse,ɾeu̯niɾse,0
920_assemble,pol,zebrać się,zɛbɾat͡ɕ_ɕɛ̃,spa,congregarse,koŋɡɾeɣaɾse,0
920_assemble,pol,zebrać się,zɛbɾat͡ɕ_ɕɛ̃,ita,rinunirsi,rinunirzi,0
920_assemble,pol,zgromadzić się,zɡɾɔmad͡ʑit͡ɕ_ɕɛ̃,ukr,зібратися,zʲibrɑtɪsʲɑ,0
920_assemble,pol,zgromadzić się,zɡɾɔmad͡ʑit͡ɕ_ɕɛ̃,rus,собраться,sɐbraˑtʲsʲɪ,0
920_assemble,pol,zgromadzić się,zɡɾɔmad͡ʑit͡ɕ_ɕɛ̃,fra,s'assembler,sasɑ̃ˈble,0
920_assemble,pol,zgromadzić się,zɡɾɔmad͡ʑit͡ɕ_ɕɛ̃,spa,reunirse,ɾeu̯niɾse,0
920_assemble,pol,zgromadzić się,zɡɾɔmad͡ʑit͡ɕ_ɕɛ̃,spa,congregarse,koŋɡɾeɣaɾse,0
920_assemble,pol,zgromadzić się,zɡɾɔmad͡ʑit͡ɕ_ɕɛ̃,ita,rinunirsi,rinunirzi,0
920_assemble,ukr,зібратися,zʲibrɑtɪsʲɑ,rus,собраться,sɐbraˑtʲsʲɪ,1
920_assemble,ukr,зібратися,zʲibrɑtɪsʲɑ,fra,s'assembler,sasɑ̃ˈble,0
920_assemble,ukr,зібратися,zʲibrɑtɪsʲɑ,spa,reunirse,ɾeu̯niɾse,0
920_assemble,ukr,зібратися,zʲibrɑtɪsʲɑ,spa,congregarse,koŋɡɾeɣaɾse,0
920_assemble,ukr,зібратися,zʲibrɑtɪsʲɑ,ita,rinunirsi,rinunirzi,0
920_assemble,rus,собраться,sɐbraˑtʲsʲɪ,fra,s'assembler,sasɑ̃ˈble,0
920_assemble,rus,собраться,sɐbraˑtʲsʲɪ,spa,reunirse,ɾeu̯niɾse,0
920_assemble,rus,собраться,sɐbraˑtʲsʲɪ,spa,congregarse,koŋɡɾeɣaɾse,0
920_assemble,rus,собраться,sɐbraˑtʲsʲɪ,ita,rinunirsi,rinunirzi,0
920_assemble,fra,s'assembler,sasɑ̃ˈble,spa,reunirse,ɾeu̯niɾse,0
920_assemble,fra,s'assembler,sasɑ̃ˈble,spa,congregarse,koŋɡɾeɣaɾse,0
920_assemble,fra,s'assembler,sasɑ̃ˈble,ita,rinunirsi,rinunirzi,0
920_assemble,spa,reunirse,ɾeu̯niɾse,spa,congregarse,koŋɡɾeɣaɾse,1
920_assemble,spa,reunirse,ɾeu̯niɾse,ita,rinunirsi,rinunirzi,1
920_assemble,spa,congregarse,koŋɡɾeɣaɾse,ita,rinunirsi,rinunirzi,1
310_floor,ces,podlaha,podlaɦa,pol,podłoga,pɔdwɔɡa,1
310_floor,ces,podlaha,podlaɦa,ukr,підлога,pʲidlɔɦɑ,1
310_floor,ces,podlaha,podlaɦa,rus,пол,pɔˑɫ,0
310_floor,ces,podlaha,podlaɦa,fra,plancher,plɑ̃ˈʃe,0
310_floor,ces,podlaha,podlaɦa,spa,suelo,swelo,0
310_floor,ces,podlaha,podlaɦa,ita,pavimento,pavimento,0
310_floor,pol,podłoga,pɔdwɔɡa,ukr,підлога,pʲidlɔɦɑ,1
310_floor,pol,podłoga,pɔdwɔɡa,rus,пол,pɔˑɫ,0
310_floor,pol,podłoga,pɔdwɔɡa,fra,plancher,plɑ̃ˈʃe,0
310_floor,pol,podłoga,pɔdwɔɡa,spa,suelo,swelo,0
310_floor,pol,podłoga,pɔdwɔɡa,ita,pavimento,pavimento,0
310_floor,ukr,підлога,pʲidlɔɦɑ,rus,пол,pɔˑɫ,0
310_floor,ukr,підлога,pʲidlɔɦɑ,fra,plancher,plɑ̃ˈʃe,0
310_floor,ukr,підлога,pʲidlɔɦɑ,spa,suelo,swelo,0
310_floor,ukr,підлога,pʲidlɔɦɑ,ita,pavimento,pavimento,0
310_floor,rus,пол,pɔˑɫ,fra,plancher,plɑ̃ˈʃe,0
310_floor,rus,пол,pɔˑɫ,spa,suelo,swelo,0
310_floor,rus,пол,pɔˑɫ,ita,pavimento,pavimento,0
310_floor,fra,plancher,plɑ̃ˈʃe,spa,suelo,swelo,0
310_floor,fra,plancher,plɑ̃ˈʃe,ita,pavimento,pavimento,0
310_floor,spa,suelo,swelo,ita,pavimento,pavimento,0
434_border,ces,hranice,ɦraɲɪt͡sɛ,pol,granica,ɡɾanit͡sa,1
434_border,ces,hranice,ɦraɲɪt͡sɛ,ukr,кордон,kɔrdɔn,0
434_border,ces,hranice,ɦraɲɪt͡sɛ,rus,граница,ɡrɐnʲiˑt͡sə,1
434_border,ces,hranice,ɦraɲɪt͡sɛ,fra,frontière,fʁɔ̃ˈtjɛːʁ,0
434_border,ces,hranice,ɦraɲɪt͡sɛ,spa,frontera,fɾonteɾa,0
434_border,ces,hranice,ɦraɲɪt͡sɛ,ita,confine,koɱfine,0
434_border,ces,hranice,ɦraɲɪt͡sɛ,ita,frontiera,frontiera,0
434_border,pol,granica,ɡɾanit͡sa,ukr,кордон,kɔrdɔn,0
434_border,pol,granica,ɡɾanit͡sa,rus,граница,ɡrɐnʲiˑt͡sə,1
434_border,pol,granica,ɡɾanit͡sa,fra,frontière,fʁɔ̃ˈtjɛːʁ,0
434_border,pol,granica,ɡɾanit͡sa,spa,frontera,fɾonteɾa,0
434_border,pol,granica,ɡɾanit͡sa,ita,confine,koɱfine,0
434_border,pol,granica,ɡɾanit͡sa,ita,frontiera,frontiera,0
434_border,ukr,кордон,kɔrdɔn,rus,граница,ɡrɐnʲiˑt͡sə,0
434_border,ukr,кордон,kɔrdɔn,fra,frontière,fʁɔ̃ˈtjɛːʁ,0
434_border,ukr,кордон,kɔrdɔn,spa,frontera,fɾonteɾa,0
434_border,ukr,кордон,kɔrdɔn,ita,confine,koɱfine,0
434_border,ukr,кордон,kɔrdɔn,ita,frontiera,frontiera,0
434_border,rus,граница,ɡrɐnʲiˑt͡sə,fra,frontière,fʁɔ̃ˈtjɛːʁ,0
434_border,rus,граница,ɡrɐnʲiˑt͡sə,spa,frontera,fɾonteɾa,0
434_border,rus,граница,ɡrɐnʲiˑt͡sə,ita,confine,koɱfine,0
434_border,rus,граница,ɡrɐnʲiˑt͡sə,ita,frontiera,frontiera,0
434_border,fra,frontière,fʁɔ̃ˈtjɛːʁ,spa,frontera,fɾonteɾa,1
434_border,fra,frontière,fʁɔ̃ˈtjɛːʁ,ita,confine,koɱfine,0
434_border,fra,frontière,fʁɔ̃ˈtjɛːʁ,ita,frontiera,frontiera,1
434_border,spa,frontera,fɾonteɾa,ita,confine,koɱfine,0
434_border,spa,frontera,fɾonteɾa,ita,frontiera,frontiera,1
434_border,ita,confine,koɱfine,ita,frontiera,frontiera,0
283_weight,ces,váha,vaːɦa,pol,ciężar,t͡ɕɛ̃ʐaɾ,0
283_weight,ces,váha,vaːɦa,ukr,вага,wɑɦɑ,1
283_weight,ces,váha,vaːɦa,rus,вес,vʲeˑs,1
283_weight,ces,váha,vaːɦa,fra,poids,pwa,0
283_weight,ces,váha,vaːɦa,spa,peso,peso,0
283_weight,ces,váha,vaːɦa,ita,peso,pezo,0
283_weight,pol,ciężar,t͡ɕɛ̃ʐaɾ,ukr,вага,wɑɦɑ,0
283_weight,pol,ciężar,t͡ɕɛ̃ʐaɾ,rus,вес,vʲeˑs,0
283_weight,pol,ciężar,t͡ɕɛ̃ʐaɾ,fra,poids,pwa,0
283_weight,pol,ciężar,t͡ɕɛ̃ʐaɾ,spa,peso,peso,0
283_weight,pol,ciężar,t͡ɕɛ̃ʐaɾ,ita,peso,pezo,0
283_weight,ukr,вага,wɑɦɑ,rus,вес,vʲeˑs,1
283_weight,ukr,вага,wɑɦɑ,fra,poids,pwa,0
283_weight,ukr,вага,wɑɦɑ,spa,peso,peso,0
283_weight,ukr,вага,wɑɦɑ,ita,peso,pezo,0
283_weight,rus,вес,vʲeˑs,fra,poids,pwa,0
283_weight,rus,вес,vʲeˑs,spa,peso,peso,0
283_weight,rus,вес,vʲeˑs,ita,peso,pezo,0
283_weight,fra,poids,pwa,spa,peso,peso,0
283_weight,fra,poids,pwa,ita,peso,pezo,0
283_weight,spa,peso,peso,ita,peso,pezo,1
795_beannoyed,ces,pohoršit se,poɦorʃɪt_sɛ,pol,gniewać się,ɡniɛvat͡ɕ_ɕɛ̃,0
795_beannoyed,ces,pohoršit se,poɦorʃɪt_sɛ,ukr,сердитися,sɛrdɪtɪsʲɑ,0
795_beannoyed,ces,pohoršit se,poɦorʃɪt_sɛ,rus,сердиться,sʲɪrdʲiˑtʲsʲɪ,0
